Date, Open, High, Low, Close, Volume
03/10/25, 170.00, 170.00, 161.75, 163.00, 19025
03/07/25, 168.50, 170.00, 168.50, 168.75, 4559
03/06/25, 172.00, 174.00, 168.00, 168.75, 20166
03/05/25, 161.00, 173.25, 161.00, 172.00, 50618
03/04/25, 166.00, 166.00, 157.00, 160.25, 73939
03/03/25, 172.50, 174.75, 165.75, 166.75, 26858
02/28/25, 173.75, 175.75, 171.50, 172.75, 19496
02/27/25, 172.50, 174.75, 166.00, 171.50, 25261
02/25/25, 175.00, 177.75, 165.75, 169.25, 57168
02/24/25, 176.00, 177.75, 173.00, 175.25, 24300
02/21/25, 178.50, 184.75, 178.00, 178.75, 32188
02/20/25, 188.00, 188.00, 178.50, 179.50, 57150
02/19/25, 190.00, 190.00, 182.00, 182.25, 37685
02/18/25, 186.00, 192.25, 185.75, 188.25, 15560
02/17/25, 193.00, 194.00, 183.00, 186.50, 49688
02/14/25, 183.75, 193.75, 183.75, 192.50, 74524
02/13/25, 178.75, 184.00, 176.50, 183.75, 41078
02/11/25, 185.25, 186.25, 175.25, 180.00, 62223
02/10/25, 190.00, 192.25, 184.00, 186.75, 55050
02/07/25, 190.00, 190.00, 187.75, 189.50, 41672
02/06/25, 185.00, 195.00, 185.00, 188.75, 250818
02/05/25, 195.00, 197.75, 184.75, 185.50, 282651
02/03/25, 203.25, 204.75, 195.25, 197.00, 130367
01/31/25, 212.00, 212.00, 202.00, 204.25, 69255
01/30/25, 209.75, 210.00, 204.00, 207.00, 63398
01/29/25, 210.00, 212.00, 206.00, 208.75, 160510
01/28/25, 200.00, 210.00, 196.25, 209.75, 223042
01/27/25, 205.00, 207.00, 197.00, 200.00, 91200
01/24/25, 207.75, 210.00, 202.00, 205.25, 74617
01/23/25, 204.75, 210.00, 197.25, 209.50, 295256
01/22/25, 190.00, 204.00, 190.00, 202.75, 303448
01/21/25, 191.25, 192.00, 187.00, 189.00, 68995
01/20/25, 197.00, 197.00, 189.50, 191.25, 75485
01/17/25, 195.00, 195.00, 190.25, 192.25, 51428
01/16/25, 195.50, 200.00, 194.00, 195.00, 194578
01/15/25, 189.75, 198.00, 187.00, 194.25, 225708
01/10/25, 179.00, 186.00, 171.25, 184.75, 236723
01/09/25, 182.50, 184.00, 177.25, 179.25, 146612
01/08/25, 186.00, 190.00, 183.50, 184.25, 100492
01/07/25, 180.50, 189.00, 179.50, 183.25, 193063
01/06/25, 194.50, 197.75, 180.00, 187.25, 531959
01/03/25, 197.00, 206.00, 179.25, 184.25, 891712
01/02/25, 180.00, 199.50, 180.00, 196.25, 558312
12/31/24, 174.00, 180.00, 174.00, 178.25, 185350
12/30/24, 180.00, 183.00, 171.25, 175.75, 165227
12/27/24, 172.00, 183.50, 172.00, 179.50, 616538
12/26/24, 156.00, 175.00, 156.00, 173.25, 687989
12/24/24, 146.25, 160.00, 143.00, 156.25, 520291
12/23/24, 133.00, 149.75, 133.00, 146.25, 549363
12/20/24, 131.00, 136.00, 129.50, 133.50, 130876
12/19/24, 134.50, 136.00, 129.00, 130.50, 183690
12/18/24, 131.50, 134.50, 128.00, 132.00, 29593
12/17/24, 136.50, 137.00, 129.00, 131.50, 91350
12/16/24, 131.00, 136.50, 129.00, 134.50, 202722
12/13/24, 125.50, 131.00, 125.50, 130.00, 99845
12/12/24, 131.75, 131.75, 124.00, 125.50, 64952
12/11/24, 135.75, 137.75, 129.50, 130.75, 461589
12/10/24, 119.50, 134.50, 119.50, 130.25, 893869
12/09/24, 118.50, 120.75, 115.00, 117.75, 37471
12/06/24, 119.00, 119.00, 115.00, 116.75, 39807
12/05/24, 116.00, 119.50, 116.00, 117.00, 51047
12/04/24, 114.50, 116.25, 114.50, 115.75, 23270
12/03/24, 113.25, 114.75, 112.00, 114.00, 41404
12/02/24, 114.50, 114.50, 113.00, 113.00, 2470
11/29/24, 112.50, 114.25, 111.00, 111.75, 9643
11/28/24, 114.00, 114.00, 111.50, 112.00, 43647
11/27/24, 114.50, 114.50, 111.75, 112.00, 35676
11/26/24, 114.00, 114.75, 112.50, 113.50, 4747
11/25/24, 115.00, 115.75, 111.75, 112.25, 27420
11/22/24, 114.50, 116.50, 114.50, 115.25, 12821
11/21/24, 118.00, 118.00, 114.75, 116.50, 25289
11/20/24, 116.50, 119.00, 115.75, 117.75, 12911
11/19/24, 121.75, 121.75, 116.75, 117.50, 54539
11/18/24, 122.00, 128.75, 119.50, 120.00, 235302
11/14/24, 116.75, 120.00, 115.00, 119.25, 351113
11/13/24, 114.00, 116.50, 114.00, 114.25, 47782
11/12/24, 112.50, 115.00, 110.00, 112.25, 29539
11/11/24, 113.00, 114.00, 110.25, 111.00, 6139
11/08/24, 112.50, 112.50, 110.00, 112.25, 3509
11/07/24, 110.50, 112.25, 110.50, 112.25, 8269
11/06/24, 110.75, 112.00, 110.25, 111.00, 2530
11/05/24, 112.50, 112.50, 110.50, 111.50, 3113
11/04/24, 113.25, 114.50, 111.25, 112.75, 8984
11/01/24, 113.25, 115.00, 113.00, 113.25, 35950
10/30/24, 115.25, 116.00, 113.50, 114.00, 16292
10/29/24, 114.50, 116.00, 113.25, 115.25, 57773
10/28/24, 112.00, 114.50, 112.00, 114.00, 328204
10/25/24, 110.00, 113.00, 110.00, 112.50, 58022
10/24/24, 109.50, 112.00, 109.00, 110.00, 286206
10/23/24, 110.00, 110.25, 108.00, 109.25, 19413
10/22/24, 112.75, 112.75, 109.25, 110.00, 7162
10/21/24, 111.00, 111.50, 109.00, 109.50, 19600
10/18/24, 112.50, 113.00, 110.25, 111.00, 47924
10/16/24, 113.00, 113.00, 109.50, 112.00, 32464
10/15/24, 113.00, 113.00, 109.00, 111.75, 35060
10/14/24, 111.25, 114.00, 110.00, 110.00, 2096
10/11/24, 110.00, 113.75, 107.00, 112.50, 42185
10/10/24, 107.00, 109.75, 105.75, 109.75, 28623
10/09/24, 109.50, 111.00, 107.50, 108.00, 41718
10/08/24, 111.00, 111.00, 108.00, 108.50, 25156
10/07/24, 111.75, 112.00, 110.00, 110.75, 18873
10/04/24, 110.25, 111.75, 109.00, 109.50, 5098
10/03/24, 111.00, 112.00, 110.00, 110.50, 2320
10/02/24, 113.75, 113.75, 111.00, 112.00, 41053
10/01/24, 115.00, 115.75, 111.75, 115.00, 110038
09/30/24, 115.50, 115.50, 112.75, 114.50, 37223
09/27/24, 109.25, 115.75, 107.00, 113.00, 55769
09/26/24, 114.50, 117.00, 109.00, 110.00, 89172
09/25/24, 112.00, 114.75, 111.00, 114.00, 99120
09/24/24, 105.00, 111.00, 105.00, 109.75, 52430
09/23/24, 101.00, 105.00, 99.00, 103.00, 90249
09/20/24, 104.50, 104.50, 102.25, 103.00, 7769
09/19/24, 103.00, 105.00, 102.00, 103.50, 28127
09/18/24, 102.00, 103.00, 100.50, 103.00, 6195
09/13/24, 100.00, 103.00, 97.30, 100.00, 26883
09/12/24, 97.10, 100.00, 97.10, 100.00, 4065
09/11/24, 97.10, 99.80, 97.00, 97.10, 19305
09/10/24, 99.90, 101.75, 97.00, 99.50, 6677
09/09/24, 100.00, 100.00, 97.00, 97.10, 19391
09/06/24, 100.25, 103.50, 100.00, 100.75, 6019
09/05/24, 101.00, 104.50, 100.25, 100.25, 7524
09/04/24, 99.90, 101.00, 99.50, 100.00, 7327
09/03/24, 98.50, 99.50, 96.80, 99.50, 16676
09/02/24, 99.50, 100.00, 97.30, 97.90, 16862
08/30/24, 101.50, 101.50, 99.00, 99.00, 13411
08/29/24, 100.00, 101.75, 99.70, 99.80, 9532
08/28/24, 99.50, 100.00, 99.10, 99.50, 6850
08/27/24, 100.00, 101.75, 99.30, 99.90, 10618
08/26/24, 102.00, 102.00, 99.80, 100.00, 45716
08/23/24, 104.75, 104.75, 100.25, 101.25, 35274
08/22/24, 105.25, 105.25, 102.00, 102.00, 4588
08/21/24, 106.25, 106.25, 102.00, 102.00, 5201
08/20/24, 106.75, 106.75, 102.00, 102.00, 13729
08/16/24, 108.00, 108.00, 103.00, 103.00, 20493
08/15/24, 107.00, 109.50, 105.50, 106.00, 11021
08/14/24, 107.00, 107.00, 103.00, 104.50, 33535
08/13/24, 107.00, 107.00, 102.00, 102.50, 70848
08/12/24, 105.00, 107.00, 104.25, 106.00, 17676
08/09/24, 105.00, 105.00, 102.75, 104.50, 3808
08/08/24, 107.50, 107.50, 102.00, 102.75, 7464
08/07/24, 108.00, 108.50, 107.00, 108.00, 1006
08/06/24, 103.00, 107.75, 103.00, 103.75, 13201
08/05/24, 110.00, 110.00, 102.50, 103.25, 12989
08/02/24, 110.00, 110.00, 105.00, 106.00, 15225
08/01/24, 107.00, 110.00, 105.00, 106.25, 18616
07/31/24, 110.25, 111.00, 105.00, 107.25, 14600
07/30/24, 112.50, 112.50, 109.50, 110.25, 15521
07/29/24, 114.00, 115.00, 111.75, 112.25, 5030
07/26/24, 114.25, 115.00, 113.50, 114.00, 8129
07/25/24, 112.50, 113.00, 112.50, 114.25, 22
07/24/24, 112.25, 115.00, 112.25, 114.25, 7162
07/23/24, 115.00, 115.00, 112.50, 113.75, 2638
07/22/24, 116.00, 116.00, 110.00, 111.75, 27476
07/19/24, 114.00, 117.50, 114.00, 114.00, 1907
07/18/24, 117.75, 117.75, 114.00, 114.75, 368
07/17/24, 118.25, 118.25, 116.25, 116.50, 122
07/16/24, 119.00, 119.00, 116.00, 116.00, 1903
07/15/24, 112.25, 119.75, 112.25, 117.50, 6862
07/12/24, 115.50, 119.00, 112.00, 115.00, 6473
07/11/24, 116.00, 116.50, 114.75, 115.50, 7717
07/10/24, 116.00, 116.50, 115.00, 115.00, 3211
07/09/24, 114.00, 114.00, 110.25, 111.00, 6254
07/08/24, 117.50, 119.00, 114.50, 114.50, 1728
07/05/24, 115.00, 117.00, 113.75, 114.00, 8787
07/04/24, 114.75, 119.00, 113.00, 115.00, 13623
07/03/24, 119.00, 119.00, 114.00, 117.75, 14864
07/02/24, 117.00, 121.25, 116.50, 120.25, 15575
07/01/24, 120.00, 120.00, 117.00, 117.25, 2457
06/28/24, 119.50, 120.00, 118.00, 119.00, 3130
06/27/24, 121.75, 121.75, 119.00, 119.50, 15877
06/26/24, 123.00, 125.00, 120.00, 121.00, 28549
06/25/24, 122.25, 124.00, 121.50, 122.50, 3866
06/24/24, 122.75, 124.00, 122.25, 122.50, 5871
06/20/24, 125.00, 126.00, 122.50, 122.75, 15833
06/19/24, 127.00, 127.00, 122.75, 123.25, 4779
06/18/24, 126.25, 127.50, 124.25, 126.50, 2945
06/14/24, 127.25, 127.25, 124.25, 126.25, 5039
06/13/24, 127.50, 127.50, 124.25, 124.50, 5104
06/12/24, 128.75, 129.00, 125.75, 127.00, 11334
06/11/24, 129.00, 129.50, 127.00, 127.50, 22952
06/10/24, 125.00, 129.75, 125.00, 128.00, 26684
06/07/24, 124.00, 126.00, 122.75, 125.25, 9531
06/06/24, 122.00, 126.00, 122.00, 125.00, 25905
06/05/24, 121.50, 124.00, 120.50, 122.00, 12809
06/04/24, 122.50, 123.00, 120.00, 121.25, 25255
06/03/24, 124.00, 125.00, 121.00, 121.75, 34300
05/31/24, 128.50, 128.50, 124.25, 125.00, 10874
05/30/24, 124.75, 128.50, 124.50, 125.00, 11032
05/29/24, 125.00, 129.75, 124.25, 125.25, 14423
05/28/24, 130.00, 131.25, 124.00, 126.75, 21482
05/27/24, 132.00, 132.00, 129.00, 130.00, 9671
05/22/24, 130.00, 132.00, 129.75, 131.50, 44978
05/21/24, 127.00, 130.00, 123.00, 129.25, 54119
05/20/24, 131.50, 131.50, 124.00, 127.50, 102926
05/17/24, 130.00, 131.50, 128.75, 129.50, 17613
05/16/24, 128.00, 133.00, 127.00, 127.75, 41285
05/15/24, 134.00, 136.00, 127.50, 128.25, 92290
05/14/24, 136.75, 139.50, 130.00, 132.50, 176824
05/13/24, 135.50, 140.00, 135.50, 137.50, 42439
05/10/24, 135.00, 139.75, 135.00, 137.25, 249499
05/09/24, 134.00, 138.00, 131.00, 134.25, 319689
05/08/24, 126.00, 135.75, 125.50, 133.00, 443792
05/07/24, 124.75, 127.00, 123.25, 125.25, 43321
05/06/24, 122.75, 125.25, 122.00, 124.50, 101151
05/03/24, 121.00, 123.50, 120.50, 122.00, 18388
05/02/24, 124.50, 124.75, 120.00, 120.50, 30550
04/30/24, 120.50, 125.25, 119.00, 124.50, 72511
04/29/24, 126.00, 126.75, 120.25, 120.75, 109442
04/26/24, 117.50, 127.00, 117.50, 122.75, 419193
04/25/24, 115.00, 119.50, 115.00, 117.25, 34637
04/24/24, 112.50, 118.50, 112.50, 118.00, 289901
04/22/24, 110.00, 114.25, 109.00, 112.25, 30241
04/19/24, 106.00, 111.75, 106.00, 109.00, 19974
04/18/24, 112.00, 112.00, 109.00, 109.00, 10577
04/17/24, 108.50, 112.00, 108.50, 111.50, 11204
04/16/24, 112.00, 114.00, 109.00, 109.75, 42060
04/15/24, 110.75, 115.00, 109.25, 112.00, 66409
04/10/24, 110.00, 110.75, 108.00, 110.25, 40856
04/09/24, 107.25, 110.00, 107.00, 108.25, 19965
04/08/24, 109.50, 110.00, 106.50, 108.25, 23089
04/05/24, 106.00, 109.75, 105.25, 109.00, 4038
04/04/24, 106.00, 110.00, 106.00, 107.50, 59669
04/03/24, 107.00, 110.00, 105.00, 105.50, 17984
04/02/24, 106.25, 110.00, 106.00, 107.75, 7242
04/01/24, 111.00, 111.00, 105.25, 106.50, 10047
03/28/24, 110.00, 110.50, 107.75, 110.00, 28099
03/27/24, 110.00, 111.50, 105.75, 107.75, 23280
03/26/24, 106.00, 110.00, 104.50, 109.50, 34447
03/25/24, 107.00, 107.00, 102.00, 104.25, 28849
03/22/24, 105.00, 107.25, 104.00, 105.50, 3598
03/21/24, 103.25, 105.00, 103.00, 103.00, 18968
03/20/24, 105.25, 107.00, 103.00, 105.00, 11736
03/19/24, 105.50, 108.00, 105.00, 105.00, 15561
03/18/24, 107.50, 109.00, 104.25, 107.75, 10080
03/15/24, 110.00, 110.00, 107.25, 108.25, 15943
03/14/24, 110.25, 113.00, 107.00, 107.75, 15347
03/13/24, 109.50, 113.75, 109.50, 113.00, 35231
03/12/24, 109.00, 109.50, 106.25, 108.75, 17383
03/11/24, 110.25, 111.50, 108.50, 109.75, 248748
03/07/24, 103.25, 110.75, 103.25, 109.75, 235332
03/06/24, 104.00, 104.00, 100.00, 103.25, 20839
03/05/24, 109.00, 109.00, 103.75, 104.00, 16074
03/04/24, 103.00, 110.00, 103.00, 106.25, 94445
03/01/24, 96.90, 109.00, 94.90, 100.00, 56047
02/29/24, 95.60, 96.90, 95.00, 95.30, 4408
02/28/24, 96.40, 96.70, 96.00, 96.10, 3415
02/27/24, 94.60, 96.30, 94.30, 95.00, 5179
02/26/24, 96.90, 96.90, 95.20, 95.40, 2241
02/22/24, 95.20, 96.90, 94.20, 95.20, 6052
02/21/24, 95.00, 96.80, 94.40, 94.70, 5937
02/20/24, 97.00, 99.30, 95.00, 95.30, 10467
02/19/24, 97.00, 98.00, 96.00, 96.20, 5158
02/16/24, 98.00, 98.00, 96.00, 96.00, 29971
02/15/24, 94.90, 97.40, 93.70, 93.90, 3618
02/14/24, 96.50, 96.50, 94.00, 95.00, 5846
02/13/24, 97.50, 97.50, 91.00, 95.00, 19979
02/12/24, 98.00, 98.00, 96.30, 96.60, 2505
02/09/24, 96.50, 98.00, 96.40, 96.50, 614
02/08/24, 97.00, 97.90, 96.20, 96.40, 5848
02/07/24, 97.00, 98.00, 97.00, 97.00, 11
02/06/24, 98.90, 99.00, 93.10, 97.00, 4494
02/02/24, 95.00, 101.00, 94.60, 99.00, 17564
02/01/24, 95.00, 97.00, 94.80, 95.40, 7903
01/31/24, 96.00, 97.00, 95.00, 95.00, 7979
01/30/24, 97.00, 97.00, 95.00, 96.00, 1751
01/29/24, 95.50, 96.00, 95.10, 95.20, 764
01/26/24, 95.10, 97.00, 95.00, 95.00, 8685
01/24/24, 97.00, 97.00, 95.00, 95.30, 983
01/23/24, 98.20, 98.20, 97.00, 97.00, 401
01/22/24, 97.00, 98.90, 95.00, 95.00, 14281
01/19/24, 97.50, 98.00, 97.00, 97.30, 4184
01/18/24, 99.00, 99.50, 97.20, 97.30, 2527
01/17/24, 98.00, 99.50, 97.10, 97.20, 9927
01/16/24, 99.90, 99.90, 98.00, 98.50, 7744
01/12/24, 99.50, 99.90, 99.00, 99.40, 455
01/11/24, 99.50, 99.50, 98.50, 98.70, 1429
01/10/24, 99.50, 99.50, 99.00, 99.00, 11348
01/09/24, 99.30, 99.50, 99.20, 99.50, 14133
01/08/24, 99.90, 100.00, 98.90, 99.00, 9212
01/05/24, 99.00, 100.00, 98.50, 99.50, 1878
01/04/24, 100.00, 100.00, 98.50, 99.00, 6823
01/03/24, 100.75, 102.75, 99.60, 100.00, 18891
01/02/24, 99.20, 100.00, 99.20, 100.00, 826
