Date, Open, High, Low, Close, Volume
03/10/25, 24.40, 24.60, 24.10, 24.10, 395724.994064125
03/07/25, 23.80, 24.50, 23.40, 24.15, 22990534.655142
03/06/25, 23.40, 23.80, 23.30, 23.55, 2920664.95619003
03/05/25, 22.80, 23.50, 22.60, 23.20, 15363914.7695413
03/04/25, 23.10, 23.10, 22.60, 22.60, 686789.98969815
03/03/25, 23.80, 23.90, 23.00, 23.15, 7073814.89389278
02/28/25, 23.50, 23.75, 23.50, 23.65, 3251204.95123193
02/27/25, 23.70, 24.00, 23.40, 23.50, 315009.99527485
02/25/25, 24.30, 24.40, 23.40, 23.65, 1385399.979219
02/24/25, 24.50, 24.60, 24.20, 24.35, 2127079.9680938
02/21/25, 24.20, 24.50, 24.10, 24.40, 2704459.9594331
02/20/25, 24.40, 24.40, 24.10, 24.20, 721154.989182675
02/19/25, 24.60, 24.70, 24.20, 24.40, 8574519.8713822
02/18/25, 25.00, 25.60, 24.20, 24.60, 7354054.88968918
02/17/25, 23.30, 23.40, 23.20, 23.40, 4158534.93762198
02/14/25, 22.75, 23.40, 22.75, 23.30, 8142729.87785905
02/13/25, 22.00, 22.60, 22.00, 22.55, 391509.99412735
02/11/25, 22.45, 22.50, 22.40, 22.40, 827974.987580375
02/10/25, 22.80, 22.80, 22.40, 22.60, 1874664.97188003
02/07/25, 22.40, 23.20, 22.35, 22.60, 856424.987153625
02/06/25, 22.15, 22.65, 21.60, 22.00, 5050109.92424835
02/05/25, 22.65, 22.65, 22.00, 22.20, 673314.989900275
02/03/25, 22.80, 23.00, 22.60, 22.90, 137229.99794155
01/31/25, 22.80, 22.85, 22.60, 22.80, 5454954.91817568
01/30/25, 23.00, 23.00, 22.50, 22.75, 342034.994869475
01/29/25, 23.00, 23.25, 22.75, 22.85, 1188664.98217003
01/28/25, 23.35, 23.35, 22.85, 22.95, 2865054.95702418
01/27/25, 22.75, 23.20, 22.60, 23.05, 993679.9850948
01/24/25, 23.20, 23.20, 22.60, 22.75, 663619.9900457
01/23/25, 22.40, 23.15, 22.20, 23.00, 4751569.92872645
01/22/25, 22.20, 22.60, 22.00, 22.40, 1958229.97062655
01/21/25, 22.25, 22.50, 22.20, 22.40, 1191014.98213478
01/20/25, 22.00, 22.20, 21.60, 22.05, 1900269.97149595
01/17/25, 21.60, 21.85, 21.30, 21.80, 4772859.9284071
01/16/25, 21.65, 21.65, 21.00, 21.25, 469989.99295015
01/15/25, 20.85, 21.80, 20.85, 21.65, 1000259.9849961
01/10/25, 20.90, 21.80, 20.60, 21.60, 4070209.93894685
01/09/25, 21.55, 21.60, 20.80, 21.00, 537789.99193315
01/08/25, 21.05, 21.60, 21.05, 21.35, 675734.989863975
01/07/25, 22.00, 22.00, 21.10, 21.40, 835109.98747335
01/06/25, 21.30, 22.20, 21.05, 22.00, 15783944.7632408
01/03/25, 21.80, 22.70, 21.40, 21.70, 12862139.8070679
01/02/25, 20.60, 21.80, 20.55, 21.70, 24798829.6280176
12/31/24, 20.50, 21.00, 20.10, 20.65, 2475389.96286915
12/30/24, 19.40, 20.60, 19.38, 20.25, 8582069.87126895
12/27/24, 19.20, 19.28, 19.00, 19.22, 1460139.9780979
12/26/24, 18.40, 19.28, 18.40, 19.18, 3010199.954847
12/24/24, 18.42, 18.48, 18.30, 18.40, 996019.9850597
12/23/24, 18.58, 18.66, 18.32, 18.42, 1630734.97553898
12/20/24, 18.48, 18.60, 18.36, 18.48, 720074.989198875
12/19/24, 18.62, 18.62, 18.46, 18.50, 582734.991258975
12/18/24, 18.42, 18.60, 18.30, 18.44, 8635324.87047013
12/17/24, 18.60, 18.62, 18.36, 18.40, 824564.987631525
12/16/24, 18.42, 18.76, 18.42, 18.60, 779529.98830705
12/13/24, 18.18, 18.68, 18.18, 18.40, 23208744.6518688
12/12/24, 18.24, 18.24, 18.12, 18.14, 365029.99452455
12/11/24, 18.30, 18.40, 18.20, 18.24, 1844024.97233963
12/10/24, 18.24, 18.46, 18.20, 18.36, 10113694.8482946
12/09/24, 18.10, 18.24, 18.00, 18.22, 7570244.88644633
12/06/24, 17.80, 18.14, 17.80, 18.08, 10889349.8366598
12/05/24, 17.60, 17.90, 17.60, 17.82, 13263369.8010495
12/04/24, 17.36, 17.42, 17.36, 17.40, 4580879.9312868
12/03/24, 17.00, 17.36, 17.00, 17.18, 1073894.98389158
12/02/24, 17.00, 17.40, 16.80, 17.18, 6824444.89763333
11/29/24, 16.80, 16.98, 16.80, 16.90, 2681044.95978433
11/28/24, 16.50, 16.84, 16.50, 16.70, 8353379.8746993
11/27/24, 16.42, 16.56, 16.40, 16.50, 10611494.8408276
11/26/24, 16.58, 16.60, 16.40, 16.40, 5071319.9239302
11/25/24, 16.70, 16.76, 16.50, 16.50, 549674.991754875
11/22/24, 16.76, 16.84, 16.76, 16.78, 235719.9964642
11/21/24, 16.84, 16.96, 16.62, 16.76, 459004.993114925
11/20/24, 16.80, 16.90, 16.78, 16.80, 715604.989265925
11/19/24, 16.86, 17.00, 16.78, 16.80, 3710659.9443401
11/18/24, 16.98, 16.98, 16.80, 16.80, 287259.9956911
11/14/24, 16.70, 16.98, 16.60, 16.94, 5536059.9169591
11/13/24, 16.58, 16.76, 16.58, 16.70, 69754.998953675
11/12/24, 16.46, 16.56, 16.40, 16.52, 454199.993187
11/11/24, 16.60, 16.60, 16.40, 16.44, 603969.99094045
11/08/24, 16.72, 16.78, 16.40, 16.40, 1144864.98282703
11/07/24, 16.30, 16.72, 16.20, 16.62, 393234.994101475
11/06/24, 16.20, 16.20, 16.10, 16.16, 229104.996563425
11/05/24, 16.50, 16.50, 16.04, 16.20, 131594.998026075
11/04/24, 16.66, 16.76, 16.46, 16.54, 252914.996206275
11/01/24, 16.76, 16.80, 16.60, 16.66, 281329.99578005
10/30/24, 16.66, 16.88, 16.42, 16.80, 7220024.89169963
10/29/24, 16.50, 16.66, 16.40, 16.62, 1491934.97762098
10/28/24, 16.52, 16.58, 16.26, 16.46, 5955519.9106672
10/25/24, 16.54, 16.68, 16.52, 16.58, 6178019.9073297
10/24/24, 16.24, 16.60, 16.20, 16.56, 4268359.9359746
10/23/24, 16.10, 16.26, 16.10, 16.20, 4881804.92677293
10/22/24, 16.06, 16.16, 16.00, 16.10, 151334.997729975
10/21/24, 15.80, 16.18, 15.80, 16.10, 1148229.98277655
10/18/24, 15.78, 15.90, 15.66, 15.80, 204794.996928075
10/16/24, 15.70, 15.78, 15.68, 15.76, 2530974.96203538
10/15/24, 15.54, 15.86, 15.54, 15.60, 532364.992014525
10/14/24, 15.72, 15.88, 15.40, 15.60, 513699.9922945
10/11/24, 15.50, 15.88, 15.50, 15.70, 335864.994962025
10/10/24, 15.54, 15.60, 15.42, 15.56, 90159.9986476
10/09/24, 15.76, 15.80, 15.40, 15.60, 129299.9980605
10/08/24, 15.80, 15.98, 15.60, 15.76, 117359.9982396
10/07/24, 15.90, 16.00, 15.78, 15.80, 735079.9889738
10/04/24, 15.78, 16.00, 15.72, 16.00, 2175494.96736758
10/03/24, 15.70, 15.78, 15.66, 15.70, 2335994.96496008
10/02/24, 15.78, 15.78, 15.60, 15.64, 934024.985989625
10/01/24, 15.70, 15.80, 15.70, 15.74, 300214.995496775
09/30/24, 15.50, 15.72, 15.50, 15.62, 686804.989697925
09/27/24, 15.54, 15.54, 15.00, 15.48, 959909.98560135
09/26/24, 15.60, 15.80, 15.42, 15.50, 3697919.9445312
09/25/24, 15.02, 15.60, 15.02, 15.56, 1033519.9844972
09/24/24, 14.70, 15.20, 14.70, 15.00, 2796004.95805993
09/23/24, 14.48, 14.80, 14.20, 14.66, 1288819.9806677
09/20/24, 14.78, 14.78, 14.40, 14.50, 3257229.95114155
09/19/24, 14.50, 14.80, 14.50, 14.56, 619454.990708175
09/18/24, 14.28, 14.50, 14.28, 14.42, 248889.99626665
09/13/24, 13.90, 14.30, 13.90, 14.24, 66979.9989953
09/12/24, 13.70, 14.00, 13.60, 13.80, 93274.998600875
09/11/24, 13.86, 13.86, 13.58, 13.58, 1222989.98165515
09/10/24, 13.94, 13.94, 13.70, 13.72, 337859.9949321
09/09/24, 14.00, 14.20, 13.96, 13.96, 58759.9991186
09/06/24, 14.36, 14.36, 14.00, 14.00, 679849.98980225
09/05/24, 14.40, 14.60, 14.00, 14.02, 26174204.6073869
09/04/24, 14.54, 14.98, 14.40, 14.42, 3381824.94927263
09/03/24, 14.80, 14.80, 14.50, 14.50, 221099.9966835
09/02/24, 14.90, 14.90, 14.80, 14.82, 54589.99918115
08/30/24, 15.00, 15.00, 14.80, 14.90, 254004.996189925
08/29/24, 15.38, 15.38, 14.90, 14.96, 235304.996470425
08/28/24, 15.00, 15.40, 14.90, 14.98, 75119.9988732
08/27/24, 15.28, 15.50, 15.00, 15.00, 107654.998385175
08/26/24, 15.26, 15.28, 15.02, 15.20, 90769.99863845
08/23/24, 15.60, 15.60, 15.20, 15.34, 1963099.9705535
08/22/24, 15.68, 15.68, 15.56, 15.60, 20709.99968935
08/21/24, 15.60, 15.60, 15.56, 15.60, 1035369.98446945
08/20/24, 15.80, 15.80, 15.56, 15.58, 545914.991811275
08/16/24, 15.80, 15.80, 15.60, 15.64, 6064.999909025
08/15/24, 15.50, 16.00, 15.50, 15.60, 51829.99922255
08/14/24, 15.44, 15.48, 15.40, 15.40, 297394.995539075
08/13/24, 15.54, 15.54, 15.36, 15.40, 163709.99754435
08/12/24, 15.60, 15.60, 15.54, 15.54, 31809.99952285
08/09/24, 15.60, 15.60, 15.60, 15.60, 525634.992115475
08/08/24, 15.60, 15.60, 15.40, 15.54, 399754.994003675
08/07/24, 15.72, 15.96, 15.40, 15.50, 22009.99966985
08/06/24, 15.60, 15.80, 15.60, 15.62, 23914.999641275
08/05/24, 15.90, 15.90, 15.58, 15.60, 370189.99444715
08/02/24, 15.98, 15.98, 15.90, 15.90, 672439.9899134
08/01/24, 15.70, 15.98, 15.70, 15.92, 186879.9971968
07/31/24, 16.00, 16.00, 15.74, 15.84, 542709.99185935
07/30/24, 16.36, 16.36, 16.20, 16.20, 616769.99074845
07/29/24, 16.28, 16.38, 16.26, 16.34, 126084.998108725
07/26/24, 16.30, 16.32, 16.30, 16.30, 170884.997436725
07/25/24, 16.30, 16.30, 16.28, 16.30, 343024.994854625
07/24/24, 16.14, 16.30, 16.10, 16.30, 648014.990279775
07/23/24, 16.20, 16.24, 16.08, 16.12, 764229.98853655
07/22/24, 16.30, 16.38, 16.02, 16.08, 545239.9918214
07/19/24, 16.30, 16.30, 16.22, 16.30, 915809.98626285
07/18/24, 16.28, 16.36, 16.22, 16.30, 656024.990159625
07/17/24, 16.80, 16.80, 16.20, 16.22, 8801079.8679838
07/16/24, 16.40, 16.40, 16.28, 16.28, 2511384.96232923
07/15/24, 16.20, 16.40, 16.20, 16.28, 8433414.87349878
07/12/24, 16.18, 16.20, 16.08, 16.20, 938364.985924525
07/11/24, 16.20, 16.20, 16.10, 16.18, 700519.9894922
07/10/24, 16.10, 16.20, 16.00, 16.14, 853874.987191875
07/09/24, 16.40, 16.40, 16.00, 16.10, 689419.9896587
07/08/24, 16.30, 16.50, 16.28, 16.28, 7727839.8840824
07/05/24, 16.20, 16.20, 15.96, 16.10, 286524.995702125
07/04/24, 16.42, 16.42, 16.20, 16.22, 1460794.97808808
07/03/24, 16.56, 16.58, 16.40, 16.50, 468794.992968075
07/02/24, 16.60, 16.60, 16.50, 16.52, 15419194.7687121
07/01/24, 16.60, 16.60, 16.54, 16.60, 672774.989908375
06/28/24, 16.80, 16.80, 16.60, 16.66, 440169.99339745
06/27/24, 17.02, 17.02, 16.84, 16.88, 749774.988753375
06/26/24, 17.00, 17.04, 17.00, 17.00, 2628499.9605725
06/25/24, 17.02, 17.04, 16.98, 17.02, 1553709.97669435
06/24/24, 17.00, 17.10, 17.00, 17.06, 2277104.96584343
06/20/24, 17.20, 17.20, 16.80, 17.00, 209959.9968506
06/19/24, 17.02, 17.20, 16.94, 16.98, 2299989.96550015
06/18/24, 17.20, 17.20, 17.08, 17.18, 241269.99638095
06/14/24, 17.26, 17.40, 17.20, 17.20, 710329.98934505
06/13/24, 17.50, 17.50, 17.24, 17.30, 281534.995776975
06/12/24, 17.50, 17.50, 17.20, 17.40, 2047494.96928758
06/11/24, 17.40, 17.40, 17.10, 17.26, 1727739.9740839
06/10/24, 17.40, 17.50, 17.38, 17.40, 1230919.9815362
06/07/24, 17.50, 17.50, 17.30, 17.38, 1003794.98494308
06/06/24, 17.40, 17.60, 17.40, 17.48, 742414.988863775
06/05/24, 17.50, 17.50, 17.40, 17.42, 23764.999643525
06/04/24, 17.32, 17.50, 17.30, 17.36, 2042409.96936385
06/03/24, 17.32, 17.50, 17.32, 17.50, 115204.998271925
05/31/24, 17.24, 17.40, 17.24, 17.40, 56204.999156925
05/30/24, 17.32, 17.40, 17.26, 17.26, 211059.9968341
05/29/24, 17.54, 17.60, 17.24, 17.38, 24149.99963775
05/28/24, 17.68, 17.68, 17.24, 17.40, 561674.991574875
05/27/24, 17.80, 17.88, 17.58, 17.60, 273659.9958951
05/22/24, 17.80, 17.80, 17.40, 17.78, 175049.99737425
05/21/24, 17.70, 17.80, 17.60, 17.70, 3201499.9519775
05/20/24, 17.68, 17.80, 17.32, 17.70, 691124.989633125
05/17/24, 17.88, 17.88, 17.40, 17.60, 2354409.96468385
05/16/24, 17.90, 18.00, 17.32, 17.88, 872474.986912875
05/15/24, 17.80, 18.20, 17.60, 17.80, 5962439.9105634
05/14/24, 17.60, 17.84, 17.24, 17.70, 6100519.9084922
05/13/24, 17.24, 17.80, 17.24, 17.60, 20796589.6880512
05/10/24, 16.94, 17.58, 16.90, 17.40, 1127974.98308038
05/09/24, 16.94, 17.00, 16.80, 17.00, 1016944.98474583
05/08/24, 17.04, 17.04, 17.00, 17.00, 131069.99803395
05/07/24, 17.20, 17.30, 17.00, 17.04, 448194.993277075
05/06/24, 17.40, 17.42, 17.20, 17.30, 570604.991440925
05/03/24, 17.60, 17.60, 17.40, 17.42, 66314.999005275
05/02/24, 17.68, 17.82, 17.50, 17.58, 530849.99203725
04/30/24, 17.60, 17.72, 17.40, 17.68, 3827224.94259163
04/29/24, 17.38, 17.60, 17.30, 17.58, 8065734.87901398
04/26/24, 16.88, 17.70, 16.82, 17.30, 15750299.7637455
04/25/24, 16.52, 16.92, 16.42, 16.86, 1617889.97573165
04/24/24, 16.58, 16.60, 16.38, 16.52, 680594.989791075
04/22/24, 16.50, 16.68, 16.36, 16.50, 1386504.97920243
04/19/24, 16.42, 16.58, 16.20, 16.34, 484629.99273055
04/18/24, 16.20, 16.68, 16.20, 16.62, 6036449.90945325
04/17/24, 16.04, 16.40, 15.80, 16.26, 4393624.93409563
04/16/24, 16.50, 16.50, 16.00, 16.04, 206879.9968968
04/15/24, 16.50, 16.72, 16.48, 16.50, 1255459.9811681
04/10/24, 16.60, 16.64, 16.56, 16.60, 505044.992424325
04/09/24, 16.54, 16.62, 16.42, 16.60, 1878274.97182588
04/08/24, 16.40, 16.60, 16.32, 16.60, 11672789.8249082
04/05/24, 16.20, 16.30, 16.00, 16.20, 1298309.98052535
04/04/24, 16.30, 16.32, 16.20, 16.20, 1079899.9838015
04/03/24, 16.24, 16.30, 16.22, 16.24, 958294.985625575
04/02/24, 16.10, 16.30, 16.10, 16.22, 4996604.92505093
04/01/24, 16.06, 16.20, 16.00, 16.10, 2844929.95732605
03/28/24, 15.80, 16.22, 15.78, 16.08, 6493824.90259263
03/27/24, 15.62, 15.80, 15.60, 15.80, 373299.9944005
03/26/24, 15.88, 15.88, 15.60, 15.70, 208644.996870325
03/25/24, 15.80, 15.80, 15.60, 15.72, 1276714.98084928
03/22/24, 15.60, 15.80, 15.60, 15.80, 898464.986523025
03/21/24, 15.80, 15.96, 15.60, 15.60, 630039.9905494
03/20/24, 15.90, 15.96, 15.80, 15.88, 723829.98914255
03/19/24, 16.00, 16.18, 15.70, 15.76, 99429.99850855
03/18/24, 16.10, 16.18, 16.00, 16.04, 2833664.95749503
03/15/24, 16.00, 16.20, 15.92, 16.10, 6494644.90258033
03/14/24, 16.00, 16.00, 15.80, 16.00, 853224.987201625
03/13/24, 15.58, 16.00, 15.56, 15.90, 3155889.95266165
03/12/24, 15.60, 15.64, 15.46, 15.50, 3239874.95140188
03/11/24, 15.30, 15.68, 15.30, 15.40, 2855049.95717425
03/07/24, 14.90, 15.40, 14.90, 15.32, 1497779.9775333
03/06/24, 14.84, 14.92, 14.84, 14.90, 120324.998195125
03/05/24, 14.82, 14.96, 14.80, 14.84, 1548699.9767695
03/04/24, 14.98, 14.98, 14.82, 14.88, 198494.997022575
03/01/24, 14.92, 15.04, 14.80, 15.00, 3573989.94639015
02/29/24, 15.02, 15.04, 14.90, 14.90, 176864.997347025
02/28/24, 14.82, 15.10, 14.82, 15.00, 6048849.90926725
02/27/24, 14.82, 14.92, 14.74, 14.90, 10467654.8429852
02/26/24, 14.76, 14.86, 14.76, 14.86, 449464.993258025
02/22/24, 14.68, 14.78, 14.60, 14.72, 267229.99599155
02/21/24, 14.46, 14.60, 14.34, 14.42, 41664.999375025
02/20/24, 14.60, 14.60, 14.40, 14.50, 195009.99707485
02/19/24, 14.68, 14.68, 14.50, 14.60, 7294.999890575
02/16/24, 14.40, 14.68, 14.22, 14.60, 289174.995662375
02/15/24, 14.40, 14.40, 14.30, 14.34, 125479.9981178
02/14/24, 14.30, 14.60, 14.24, 14.40, 1108399.983374
02/13/24, 14.38, 14.40, 14.30, 14.30, 582084.991268725
02/12/24, 14.80, 15.00, 14.40, 14.40, 695604.989565925
02/09/24, 14.20, 15.00, 14.00, 14.80, 614719.9907792
02/08/24, 14.10, 14.46, 14.04, 14.22, 890579.9866413
02/07/24, 14.00, 14.02, 13.78, 13.90, 351664.994725025
02/06/24, 13.94, 14.20, 13.74, 14.00, 498914.992516275
02/02/24, 13.80, 13.90, 13.80, 13.80, 286219.9957067
02/01/24, 13.80, 13.80, 13.70, 13.80, 599289.99101065
01/31/24, 13.80, 13.80, 13.70, 13.70, 134979.9979753
01/30/24, 13.90, 13.90, 13.60, 13.70, 413379.9937993
01/29/24, 13.70, 13.80, 13.60, 13.66, 283259.9957511
01/26/24, 13.80, 13.90, 13.60, 13.70, 105739.9984139
01/24/24, 13.66, 13.72, 13.60, 13.60, 389729.99415405
01/23/24, 13.90, 13.90, 13.66, 13.70, 559204.991611925
01/22/24, 14.20, 14.20, 13.86, 14.00, 67409.99898885
01/19/24, 13.80, 14.40, 13.80, 13.82, 30264.999546025
01/18/24, 13.98, 14.00, 13.80, 13.88, 546564.991801525
01/17/24, 13.96, 14.00, 13.70, 13.86, 255834.996162475
01/16/24, 14.00, 14.00, 13.72, 13.80, 4505979.9324103
01/12/24, 14.00, 14.00, 13.70, 13.72, 1305929.98041105
01/11/24, 14.00, 14.00, 13.70, 13.78, 552309.99171535
01/10/24, 14.00, 14.00, 13.80, 13.84, 317584.995236225
01/09/24, 14.08, 14.08, 13.90, 14.00, 122574.998161375
01/08/24, 14.10, 14.16, 13.90, 13.90, 36094.999458575
01/05/24, 13.80, 14.08, 13.80, 14.00, 407629.99388555
01/04/24, 14.00, 14.00, 13.64, 13.84, 263124.996053125
01/03/24, 13.78, 13.82, 13.60, 13.78, 292594.995611075
01/02/24, 13.40, 13.78, 13.40, 13.78, 45164.999322525
